,book_id,book_url,book_title,author_name,ratings,num_of_ratings,date_published,book_shelved,book_genre,num_likes,rating_num_like,weighted_review_score
339,7588,https://www.goodreads.com/book/show/7588.A_Portrait_of_the_Artist_as_a_Young_Man,A Portrait of the Artist as a Young Man (Paperback),James Joyce,3.62,"135,805",1916,3372,fiction,4544,19472.0,4.285211267605634
340,78411,https://www.goodreads.com/book/show/78411.The_Bad_Beginning,"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,3.96,"450,996",1999,3365,fiction,3554,12823.0,3.608047270680923
341,1078,https://www.goodreads.com/book/show/1078.The_Good_Earth,"The Good Earth (House of Earth, #1)",Pearl S. Buck,3.99,"233,789",1931,3353,fiction,2875,10426.0,3.626434782608696
342,37903770-norse-mythology,https://www.goodreads.com/book/show/37903770-norse-mythology,Norse Mythology (Paperback),Neil Gaiman,4.08,"261,880",2017,3347,fiction,8478,34102.0,4.022410945977825
343,1371,https://www.goodreads.com/book/show/1371.The_Iliad,The Iliad (Paperback),Homer,3.88,"384,360",-800,3339,fiction,6198,26338.0,4.249435301710229
344,38819868-my-sister-the-serial-killer,https://www.goodreads.com/book/show/38819868-my-sister-the-serial-killer,"My Sister, the Serial Killer (Hardcover)",Oyinkan Braithwaite,3.72,"209,817",2018,3338,fiction,11666,44614.0,3.824275672895594
345,16143347-we-were-liars,https://www.goodreads.com/book/show/16143347-we-were-liars,We Were Liars (Kindle Edition),E. Lockhart,3.79,"702,774",2014,3336,fiction,19647,66110.0,3.3648903140428565
346,40180098-the-overstory,https://www.goodreads.com/book/show/40180098-the-overstory,The Overstory (Paperback),Richard Powers,4.11,"109,140",2018,3319,fiction,9320,36827.0,3.951394849785408
347,5113,https://www.goodreads.com/book/show/5113.Franny_and_Zooey,Franny and Zooey (Paperback),J.D. Salinger,3.97,"196,265",1957,3317,fiction,3399,14619.0,4.300970873786408
348,40651883-snow-crash,https://www.goodreads.com/book/show/40651883-snow-crash,Snow Crash (Kindle Edition),Neal Stephenson,4.02,"252,513",1992,3315,fiction,3901,12805.0,3.282491668802871
349,60931,https://www.goodreads.com/book/show/60931.Kindred,Kindred (Paperback),Octavia E. Butler,4.27,"136,045",1979,3312,fiction,6979,30695.0,4.398194583751254
350,89717,https://www.goodreads.com/book/show/89717.The_Haunting_of_Hill_House,The Haunting of Hill House (Paperback),Shirley Jackson,3.83,"204,987",1959,3294,fiction,13995,55323.0,3.9530546623794214
351,19089,https://www.goodreads.com/book/show/19089.Middlemarch,Middlemarch (Paperback),George Eliot,3.99,"144,025",1871,3283,fiction,7488,32714.0,4.368856837606837
352,34497,https://www.goodreads.com/book/show/34497.The_Color_of_Magic,"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,3.98,"345,919",1983,3279,fiction,3063,11252.0,3.673522690173033
353,10959,https://www.goodreads.com/book/show/10959.Sophie_s_World,Sophie's World (Paperback),Jostein Gaarder,3.94,"226,739",1991,3278,fiction,4703,16731.0,3.5575164788432914
354,9375,https://www.goodreads.com/book/show/9375.Fried_Green_Tomatoes_at_the_Whistle_Stop_Cafe,Fried Green Tomatoes at the Whistle Stop Cafe (Hardcover),Fannie Flagg,4.27,"282,131",1987,3277,fiction,2564,11817.0,4.608814352574103
355,29844228-thirteen-reasons-why,https://www.goodreads.com/book/show/29844228-thirteen-reasons-why,Thirteen Reasons Why (Hardcover),Jay Asher,3.88,"852,736",2007,3266,fiction,18005,36248.0,2.013218550402666
356,11012,https://www.goodreads.com/book/show/11012.Dubliners,Dubliners (Paperback),James Joyce,3.85,"132,712",1914,3251,fiction,4425,19112.0,4.31909604519774
357,5148,https://www.goodreads.com/book/show/5148.A_Separate_Peace,A Separate Peace (Paperback),John Knowles,3.59,"200,132",1959,3249,fiction,2347,7755.0,3.304218150830848
358,58696,https://www.goodreads.com/book/show/58696.David_Copperfield,David Copperfield (Paperback),Charles Dickens,4.01,"211,270",1849,3247,fiction,3678,16078.0,4.371397498640565
359,2459785,https://www.goodreads.com/book/show/2459785.In_the_Woods,"In the Woods (Dublin Murder Squad, #1)",Tana French,3.77,"354,447",2007,3244,fiction,10572,38653.0,3.6561672342035565
360,472331,https://www.goodreads.com/book/show/472331.Watchmen,Watchmen (Paperback),Alan Moore,4.37,"512,776",1987,3243,fiction,6178,26385.0,4.270799611524765
361,6952,https://www.goodreads.com/book/show/6952.Like_Water_for_Chocolate,Like Water for Chocolate (Paperback),Laura Esquivel,3.95,"338,360",1989,3241,fiction,2212,7530.0,3.404159132007233
362,3590,https://www.goodreads.com/book/show/3590.The_Adventures_of_Sherlock_Holmes,"The Adventures of Sherlock Holmes (Sherlock Holmes, #3)",Arthur Conan Doyle,4.29,"268,980",1892,3233,fiction,2764,12462.0,4.508683068017366
363,8909,https://www.goodreads.com/book/show/8909.The_War_of_the_Worlds,The War of the Worlds (Paperback),H.G. Wells,3.83,"269,874",1897,3218,fiction,4633,18851.0,4.068853874379451
364,23807,https://www.goodreads.com/book/show/23807.The_Silence_of_the_Lambs,"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas  Harris,4.21,"512,350",1988,3197,fiction,3925,16165.0,4.118471337579618
365,16068905-fangirl,https://www.goodreads.com/book/show/16068905-fangirl,Fangirl (Kindle Edition),Rainbow Rowell,4.0,"659,667",2013,3196,fiction,20210,76623.0,3.791340920336467
366,39280444-speak,https://www.goodreads.com/book/show/39280444-speak,Speak (Hardcover),Laurie Halse Anderson,4.03,"520,845",1999,3195,fiction,4684,19976.0,4.264730999146029
367,256683,https://www.goodreads.com/book/show/256683.City_of_Bones,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,4.08,"1,777,725",2007,3191,fiction,19578,55694.0,2.8447236694248645
368,12505,https://www.goodreads.com/book/show/12505.The_Idiot,The Idiot (Paperback),Fyodor Dostoevsky,4.18,"149,681",1869,3190,fiction,4301,18421.0,4.282957451755406
369,40389527-the-woman-in-the-window,https://www.goodreads.com/book/show/40389527-the-woman-in-the-window,The Woman in the Window (Kindle Edition),A.J. Finn,3.95,"602,656",2018,3188,fiction,19922,68758.0,3.4513603051902417
370,6469165-what-alice-forgot,https://www.goodreads.com/book/show/6469165-what-alice-forgot,What Alice Forgot (Paperback),Liane Moriarty,4.07,"396,537",2009,3187,fiction,5464,21767.0,3.9837115666178624
371,8667848-a-discovery-of-witches,https://www.goodreads.com/book/show/8667848-a-discovery-of-witches,"A Discovery of Witches (All Souls Trilogy, #1)",Deborah Harkness,4.0,"429,658",2011,3184,fiction,16118,32053.0,1.9886462340240725
372,19161852-the-fifth-season,https://www.goodreads.com/book/show/19161852-the-fifth-season,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,4.27,"198,780",2015,3174,fiction,9741,42588.0,4.372035725284879
373,32920226-sing-unburied-sing,https://www.goodreads.com/book/show/32920226-sing-unburied-sing,"Sing, Unburied, Sing (Hardcover)",Jesmyn Ward,4.02,"116,161",2017,3173,fiction,7890,32287.0,4.092141951837769
374,32261,https://www.goodreads.com/book/show/32261.Tess_of_the_D_Urbervilles,Tess of the D'Urbervilles (Paperback),Thomas Hardy,3.81,"253,549",1891,3167,fiction,5193,20213.0,3.8923550933949547
375,32283133-origin,https://www.goodreads.com/book/show/32283133-origin,"Origin (Robert Langdon, #5)",Dan Brown,3.87,"287,376",2017,3159,fiction,9156,26410.0,2.8844473569244213
376,41880609-on-earth-we-re-briefly-gorgeous,https://www.goodreads.com/book/show/41880609-on-earth-we-re-briefly-gorgeous,On Earth We're Briefly Gorgeous (Hardcover),Ocean Vuong,4.05,"133,860",2019,3143,fiction,13519,49399.0,3.654042458761743
377,39999,https://www.goodreads.com/book/show/39999.The_Boy_in_the_Striped_Pajamas,The Boy in the Striped Pajamas (Hardcover),John Boyne,4.15,"621,994",2006,3132,fiction,10076,26189.0,2.599146486701072
378,42270835-the-nickel-boys,https://www.goodreads.com/book/show/42270835-the-nickel-boys,The Nickel Boys (Kindle Edition),Colson Whitehead,4.25,"187,743",2019,3132,fiction,10164,41970.0,4.129279811097993
379,5203,https://www.goodreads.com/book/show/5203.She_s_Come_Undone,She's Come Undone (Mass Market Paperback),Wally Lamb,3.89,"326,707",1992,3131,fiction,2253,5236.0,2.324012427873946
380,1768603,https://www.goodreads.com/book/show/1768603.The_White_Tiger,The White Tiger (Hardcover),Aravind Adiga,3.75,"177,216",2008,3115,fiction,3595,12370.0,3.4408901251738526
381,236093,https://www.goodreads.com/book/show/236093.The_Wonderful_Wizard_of_Oz,"The Wonderful Wizard of Oz (Oz, #1)",L. Frank Baum,3.97,"410,274",1900,3109,fiction,4050,16364.0,4.0404938271604935
382,35504431-turtles-all-the-way-down,https://www.goodreads.com/book/show/35504431-turtles-all-the-way-down,Turtles All the Way Down (Hardcover),John Green,3.92,"404,528",2017,3103,fiction,20937,76532.0,3.6553469933610354
383,5139,https://www.goodreads.com/book/show/5139.The_Devil_Wears_Prada,"The Devil Wears Prada (The Devil Wears Prada, #1)",Lauren Weisberger,3.77,"820,119",2003,3096,fiction,2058,4545.0,2.2084548104956268
384,3950967-the-tales-of-beedle-the-bard,https://www.goodreads.com/book/show/3950967-the-tales-of-beedle-the-bard,The Tales of Beedle the Bard (Hogwarts Library),J.K. Rowling,4.04,"451,132",2008,3082,fiction,3409,11323.0,3.3215019067175127
385,33124137-pet-sematary,https://www.goodreads.com/book/show/33124137-pet-sematary,Pet Sematary (Kindle Edition),Stephen King,4.02,"476,017",1983,3082,fiction,7808,36981.0,4.736296106557377
386,65641,https://www.goodreads.com/book/show/65641.The_Silver_Chair,"The Silver Chair (Chronicles of Narnia, #4)",C.S. Lewis,3.95,"266,543",1953,3081,fiction,1361,4457.0,3.274797942689199
387,7905092-freedom,https://www.goodreads.com/book/show/7905092-freedom,Freedom (Hardcover),Jonathan Franzen,3.76,"159,995",2010,3069,fiction,3154,9990.0,3.167406467977172
388,30688435-exit-west,https://www.goodreads.com/book/show/30688435-exit-west,Exit West (Hardcover),Mohsin Hamid,3.78,"118,148",2017,3065,fiction,11004,40571.0,3.6869320247182844
389,29059,https://www.goodreads.com/book/show/29059.Choke,Choke (Paperback),Chuck Palahniuk,3.7,"200,368",2001,3057,fiction,1939,7239.0,3.733367715317174
390,40873273-snow-flower-and-the-secret-fan,https://www.goodreads.com/book/show/40873273-snow-flower-and-the-secret-fan,Snow Flower and the Secret Fan (Kindle Edition),Lisa See,4.07,"356,753",2005,3052,fiction,2342,8397.0,3.585397096498719
391,58345,https://www.goodreads.com/book/show/58345.The_Awakening,The Awakening (Paperback),Kate Chopin,3.66,"181,163",1899,3047,fiction,3944,14679.0,3.7218559837728193
392,2744,https://www.goodreads.com/book/show/2744.Anansi_Boys,Anansi Boys (American Gods #2),Neil Gaiman,4.01,"211,688",2005,3042,fiction,3275,12688.0,3.874198473282443
393,7745,https://www.goodreads.com/book/show/7745.Fear_and_Loathing_in_Las_Vegas,Fear and Loathing in Las Vegas (Paperback),Hunter S. Thompson,4.07,"321,797",1971,3041,fiction,3482,13306.0,3.8213670304422744
394,92303,https://www.goodreads.com/book/show/92303.The_Importance_of_Being_Earnest,The Importance of Being Earnest (Paperback),Oscar Wilde,4.17,"326,315",1895,3031,fiction,4112,18216.0,4.429961089494164
395,23604559-my-grandmother-asked-me-to-tell-you-she-s-sorry,https://www.goodreads.com/book/show/23604559-my-grandmother-asked-me-to-tell-you-she-s-sorry,My Grandmother Asked Me to Tell You She's Sorry (Hardcover),Fredrik Backman,4.05,"185,828",2013,3022,fiction,5892,22516.0,3.8214528173794977
396,11566,https://www.goodreads.com/book/show/11566.The_Green_Mile,The Green Mile (Paperback),Stephen King,4.45,"272,504",1996,3019,fiction,4400,20687.0,4.701590909090909
397,6948436-little-bee,https://www.goodreads.com/book/show/6948436-little-bee,Little Bee (Paperback),Chris Cleave,3.71,"233,848",2008,3001,fiction,3270,9653.0,2.951987767584098
398,17934530-annihilation,https://www.goodreads.com/book/show/17934530-annihilation,Annihilation (Paperback),Jeff VanderMeer,3.73,"176,736",2014,2996,fiction,9101,33468.0,3.6773980881221844
399,18423,https://www.goodreads.com/book/show/18423.The_Left_Hand_of_Darkness,"The Left Hand of Darkness (Hainish Cycle, #4)",Ursula K. Le Guin,4.08,"139,768",1969,2989,fiction,4822,20931.0,4.34072998755703
400,46787,https://www.goodreads.com/book/show/46787.Uncle_Tom_s_Cabin,Uncle Tom's Cabin (Paperback),Harriet Beecher Stowe,3.88,"211,157",1852,2979,fiction,2745,10679.0,3.8903460837887067
401,28186,https://www.goodreads.com/book/show/28186.The_Sea_of_Monsters,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,4.24,"878,066",2006,2968,fiction,6546,27973.0,4.273296669721968
402,6101718-the-magicians,https://www.goodreads.com/book/show/6101718-the-magicians,"The Magicians (The Magicians, #1)",Lev Grossman,3.53,"253,408",2009,2963,fiction,9257,24001.0,2.5927406287134063
403,18749,https://www.goodreads.com/book/show/18749.Half_of_a_Yellow_Sun,Half of a Yellow Sun (Hardcover),Chimamanda Ngozi Adichie,4.3,"129,321",2006,2959,fiction,3743,15607.0,4.169650013358269
404,9118135-state-of-wonder,https://www.goodreads.com/book/show/9118135-state-of-wonder,State of Wonder (Hardcover),Ann Patchett,3.88,"174,448",2011,2957,fiction,2392,8323.0,3.4795150501672243
405,84369,https://www.goodreads.com/book/show/84369.The_Last_Battle,"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis,4.0,"248,153",1956,2955,fiction,2311,5799.0,2.509303331890956
406,693208,https://www.goodreads.com/book/show/693208.The_Absolutely_True_Diary_of_a_Part_Time_Indian,The Absolutely True Diary of a Part-Time Indian (Hardcover),Sherman Alexie,4.07,"247,956",2007,2943,fiction,3053,11785.0,3.8601375696036686
407,45046527-american-dirt,https://www.goodreads.com/book/show/45046527-american-dirt,American Dirt (Hardcover),Jeanine Cummins,4.35,"374,730",2020,2933,fiction,22929,54848.0,2.3920798988180905
408,30288282-the-immortalists,https://www.goodreads.com/book/show/30288282-the-immortalists,The Immortalists (Hardcover),Chloe  Benjamin,3.71,"176,332",2018,2930,fiction,7738,27973.0,3.6150168002067717
409,16631,https://www.goodreads.com/book/show/16631.Steppenwolf,Steppenwolf (Paperback),Hermann Hesse,4.13,"151,134",1927,2929,fiction,4323,18301.0,4.2334027295859356
410,19691,https://www.goodreads.com/book/show/19691.The_Hunt_for_Red_October,"The Hunt for Red October (Jack Ryan, #3)",Tom Clancy,4.09,"359,354",1984,2928,fiction,1021,4270.0,4.182174338883447
411,556602,https://www.goodreads.com/book/show/556602.Sarah_s_Key,Sarah's Key (Hardcover),Tatiana de Rosnay,4.16,"448,176",2006,2926,fiction,3129,9892.0,3.1613934164269737
412,36336078-call-me-by-your-name,https://www.goodreads.com/book/show/36336078-call-me-by-your-name,"Call Me By Your Name (Call Me By Your Name, #1)",André Aciman,4.16,"306,800",2007,2914,fiction,15391,59980.0,3.89708271067507
413,25489025-the-vegetarian,https://www.goodreads.com/book/show/25489025-the-vegetarian,The Vegetarian (Hardcover),Han Kang,3.59,"111,801",2007,2905,fiction,11066,42774.0,3.8653533345382254
414,53835,https://www.goodreads.com/book/show/53835.The_Age_of_Innocence,The Age of Innocence (Paperback),Edith Wharton,3.96,"149,617",1920,2899,fiction,4363,20183.0,4.62594545037818
415,68428,https://www.goodreads.com/book/show/68428.The_Final_Empire,"The Final Empire (Mistborn, #1)",Brandon Sanderson,4.44,"480,882",2006,2897,fiction,13075,59475.0,4.548757170172084
416,10365,https://www.goodreads.com/book/show/10365.Where_the_Red_Fern_Grows,Where the Red Fern Grows (Mass Market Paperback),Wilson Rawls,4.08,"368,706",1961,2882,fiction,2661,11706.0,4.399098083427283
417,137791,https://www.goodreads.com/book/show/137791.Divine_Secrets_of_the_Ya_Ya_Sisterhood,Divine Secrets of the Ya-Ya Sisterhood (Paperback),Rebecca Wells,3.84,"535,069",1996,2882,fiction,760,1996.0,2.626315789473684
418,15818107-orphan-train,https://www.goodreads.com/book/show/15818107-orphan-train,Orphan Train (Paperback),Christina Baker Kline,4.18,"402,839",2013,2880,fiction,4381,14764.0,3.3700068477516547
419,40611463-the-clan-of-the-cave-bear,https://www.goodreads.com/book/show/40611463-the-clan-of-the-cave-bear,The Clan of the Cave Bear (Earth's Children #1),Jean M. Auel,4.07,"244,246",1980,2879,fiction,2999,10564.0,3.5225075025008334
420,39927096-less,https://www.goodreads.com/book/show/39927096-less,Less (Kindle Edition),Andrew Sean Greer,3.66,"154,601",2017,2875,fiction,7586,27980.0,3.6883733192723436
421,350,https://www.goodreads.com/book/show/350.Stranger_in_a_Strange_Land,Stranger in a Strange Land (Paperback),Robert A. Heinlein,3.92,"290,802",1961,2875,fiction,3940,12201.0,3.096700507614213
422,101299,https://www.goodreads.com/book/show/101299.The_Reader,The Reader (Hardcover),Bernhard Schlink,3.77,"184,185",1995,2874,fiction,3159,11735.0,3.7147831592276037
423,7061,https://www.goodreads.com/book/show/7061.The_No_1_Ladies_Detective_Agency,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Alexander McCall Smith,3.8,"249,117",1998,2872,fiction,1878,7455.0,3.9696485623003195
424,41021501-small-great-things,https://www.goodreads.com/book/show/41021501-small-great-things,Small Great Things (Kindle Edition),Jodi Picoult,4.33,"301,603",2016,2868,fiction,9210,32306.0,3.5077090119435397
425,38357895-convenience-store-woman,https://www.goodreads.com/book/show/38357895-convenience-store-woman,Convenience Store Woman (Paperback),Sayaka Murata,3.72,"118,250",2016,2865,fiction,6682,26967.0,4.035767734211314
426,38357895-convenience-store-woman,https://www.goodreads.com/book/show/38357895-convenience-store-woman,Convenience Store Woman (Paperback),Sayaka Murata,3.72,"118,250",2016,2863,fiction,6682,26967.0,4.035767734211314
427,40940121-bridge-to-terabithia,https://www.goodreads.com/book/show/40940121-bridge-to-terabithia,Bridge to Terabithia (Kindle Edition),Katherine Paterson,4.01,"489,901",1977,2865,fiction,2573,10911.0,4.240575204041974
428,71728,https://www.goodreads.com/book/show/71728.Jonathan_Livingston_Seagull,Jonathan Livingston Seagull (Paperback),Richard Bach,3.85,"222,204",1970,2847,fiction,3067,8674.0,2.828170850994457
429,33507,https://www.goodreads.com/book/show/33507.Twenty_Thousand_Leagues_Under_the_Sea,Twenty Thousand Leagues Under the Sea (Hardcover),Jules Verne,3.89,"219,949",1870,2844,fiction,2869,9778.0,3.4081561519693273
430,15811545-a-tale-for-the-time-being,https://www.goodreads.com/book/show/15811545-a-tale-for-the-time-being,A Tale for the Time Being (Hardcover),Ruth Ozeki,4.0,"97,195",2013,2844,fiction,5953,23495.0,3.946749538048043
431,53152636-mexican-gothic,https://www.goodreads.com/book/show/53152636-mexican-gothic,Mexican Gothic (Hardcover),Silvia Moreno-Garcia,3.69,"193,012",2020,2834,fiction,18016,59002.0,3.2749777975133214
432,54479,https://www.goodreads.com/book/show/54479.Around_the_World_in_Eighty_Days,Around the World in Eighty Days (Paperback),Jules Verne,3.94,"205,278",1872,2832,fiction,2475,9263.0,3.7426262626262625
433,28881,https://www.goodreads.com/book/show/28881.Lamb,"Lamb: The Gospel According to Biff, Christ's Childhood Pal (Paperback)",Christopher Moore,4.2,"166,561",2002,2819,fiction,2385,10432.0,4.374004192872118
434,12000020-aristotle-and-dante-discover-the-secrets-of-the-universe,https://www.goodreads.com/book/show/12000020-aristotle-and-dante-discover-the-secrets-of-the-universe,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",Benjamin Alire Sáenz,4.34,"364,093",2012,2819,fiction,17790,79691.0,4.479539066891512
435,1656001,https://www.goodreads.com/book/show/1656001.The_Host,"The Host (The Host, #1)",Stephenie Meyer,3.85,"953,770",2008,2814,fiction,9419,25656.0,2.7238560356725765
436,139253,https://www.goodreads.com/book/show/139253.The_House_on_Mango_Street,The House on Mango Street (Paperback),Sandra Cisneros,3.68,"144,705",1984,2812,fiction,1925,7505.0,3.898701298701299
437,41150487-red-white-royal-blue,https://www.goodreads.com/book/show/41150487-red-white-royal-blue,"Red, White & Royal Blue (Paperback)",Casey McQuiston,4.22,"391,635",2019,2794,fiction,22036,85254.0,3.8688509711381376
438,13642,https://www.goodreads.com/book/show/13642.A_Wizard_of_Earthsea,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,3.99,"272,802",1968,2793,fiction,5032,19718.0,3.91852146263911
439,8694,https://www.goodreads.com/book/show/8694.Life_the_Universe_and_Everything,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy, #3)",Douglas Adams,4.18,"211,309",1982,2781,fiction,1742,6625.0,3.8030998851894373
440,11590,https://www.goodreads.com/book/show/11590._Salem_s_Lot,'Salem's Lot (Paperback),Stephen King,4.04,"370,130",1975,2778,fiction,5537,23515.0,4.246884594545783
441,17250,https://www.goodreads.com/book/show/17250.The_Crucible,The Crucible (Paperback),Arthur  Miller,3.6,"355,195",1953,2777,fiction,3095,11721.0,3.7870759289176092
442,28251250-white-noise,https://www.goodreads.com/book/show/28251250-white-noise,White Noise (Paperback),Don DeLillo,3.87,"92,613",1985,2764,fiction,3470,14671.0,4.227953890489913
443,166997,https://www.goodreads.com/book/show/166997.Stoner,Stoner (Paperback),John  Williams,4.29,"121,400",1965,2758,fiction,10639,47570.0,4.471284895196917
444,7869,https://www.goodreads.com/book/show/7869.The_Bourne_Identity,"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,4.04,"421,427",1980,2758,fiction,1741,5805.0,3.334290637564618
445,13227454-the-unlikely-pilgrimage-of-harold-fry,https://www.goodreads.com/book/show/13227454-the-unlikely-pilgrimage-of-harold-fry,"The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)",Rachel Joyce,3.91,"162,392",2012,2754,fiction,3843,16362.0,4.257611241217798
446,11334,https://www.goodreads.com/book/show/11334.Song_of_Solomon,Song of Solomon (Paperback),Toni Morrison,4.1,"94,745",1977,2749,fiction,2411,10661.0,4.4218166735794275
447,228665,https://www.goodreads.com/book/show/228665.The_Eye_of_the_World,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,4.17,"441,204",1990,2746,fiction,11326,40951.0,3.61566307610807
448,26893819-the-girls,https://www.goodreads.com/book/show/26893819-the-girls,The Girls (Hardcover),Emma Cline,3.49,"178,963",2016,2746,fiction,9626,30173.0,3.134531477249117
449,374233,https://www.goodreads.com/book/show/374233.If_on_a_Winter_s_Night_a_Traveler,If on a Winter's Night a Traveler (Paperback),Italo Calvino,4.04,"81,953",1979,2744,fiction,6797,28283.0,4.161100485508313
450,41804,https://www.goodreads.com/book/show/41804.I_Robot,"I, Robot (Robot, #0.1)",Isaac Asimov,4.21,"302,426",1950,2740,fiction,2830,10919.0,3.858303886925795
451,33597976-the-snow-child,https://www.goodreads.com/book/show/33597976-the-snow-child,The Snow Child (Kindle Edition),Eowyn Ivey,3.97,"131,676",2012,2739,fiction,4912,22170.0,4.513436482084691
452,30868,https://www.goodreads.com/book/show/30868.The_Bean_Trees,"The Bean Trees (Greer Family, #1)",Barbara Kingsolver,3.98,"140,360",1988,2739,fiction,1099,4288.0,3.9017288444040035
453,5358,https://www.goodreads.com/book/show/5358.The_Firm,The Firm (Paperback),Robin Waterfield,4.03,"598,842",1991,2734,fiction,831,3089.0,3.717208182912154
454,77142,https://www.goodreads.com/book/show/77142.Snow_Falling_on_Cedars,Snow Falling on Cedars (Paperback),David Guterson,3.85,"177,777",1994,2731,fiction,1609,5525.0,3.4338098197638285
455,13,https://www.goodreads.com/book/show/13.The_Ultimate_Hitchhiker_s_Guide_to_the_Galaxy,"The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)",Douglas Adams,4.35,"307,294",1996,2731,fiction,1468,5992.0,4.081743869209809
456,6280118-one-day,https://www.goodreads.com/book/show/6280118-one-day,One Day (Hardcover),David Nicholls,3.8,"306,573",2009,2727,fiction,4250,14370.0,3.3811764705882354
457,27003,https://www.goodreads.com/book/show/27003.The_Eyre_Affair,"The Eyre Affair (Thursday Next, #1)",Jasper Fforde,3.86,"138,432",2001,2723,fiction,2304,8538.0,3.7057291666666665
458,80660,https://www.goodreads.com/book/show/80660.We_Need_to_Talk_About_Kevin,We Need to Talk About Kevin (Paperback),Lionel Shriver,4.04,"188,236",2003,2723,fiction,7015,26348.0,3.755951532430506
459,41081373-girl-woman-other,https://www.goodreads.com/book/show/41081373-girl-woman-other,"Girl, Woman, Other (Hardcover)",Bernardine Evaristo,4.36,"152,565",2019,2720,fiction,7021,29245.0,4.1653610596781085
460,37380,https://www.goodreads.com/book/show/37380.The_Heart_Is_a_Lonely_Hunter,The Heart Is a Lonely Hunter (Paperback),Carson McCullers,3.98,"98,261",1940,2720,fiction,6330,28118.0,4.442022116903633
461,52397,https://www.goodreads.com/book/show/52397.Parable_of_the_Sower,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,4.18,"99,451",1993,2718,fiction,4112,18232.0,4.433852140077821
462,36337550-the-7-deaths-of-evelyn-hardcastle,https://www.goodreads.com/book/show/36337550-the-7-deaths-of-evelyn-hardcastle,The 7½ Deaths of Evelyn Hardcastle (Hardcover),Stuart Turton,3.88,"205,538",2018,2706,fiction,20812,80862.0,3.8853546031135884
463,561456,https://www.goodreads.com/book/show/561456.The_Titan_s_Curse,"The Titan's Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,4.34,"804,330",2007,2702,fiction,7799,34352.0,4.404667265033979
464,3867,https://www.goodreads.com/book/show/3867.The_History_of_Love,The History of Love (Paperback),Nicole Krauss,3.91,"130,137",2005,2699,fiction,3358,14858.0,4.424657534246576
465,1622,https://www.goodreads.com/book/show/1622.A_Midsummer_Night_s_Dream,A Midsummer Night's Dream (Paperback),William Shakespeare,3.95,"476,854",1595,2698,fiction,4460,20268.0,4.5443946188340805
466,32148570-before-we-were-yours,https://www.goodreads.com/book/show/32148570-before-we-were-yours,Before We Were Yours (Hardcover),Lisa Wingate,4.37,"464,150",2017,2684,fiction,7299,30445.0,4.171119331415262
467,10054335-rules-of-civility,https://www.goodreads.com/book/show/10054335-rules-of-civility,Rules of Civility (Hardcover),Amor Towles,4.04,"175,318",2011,2684,fiction,6793,27561.0,4.057264831444134
468,10374,https://www.goodreads.com/book/show/10374.Hard_Boiled_Wonderland_and_the_End_of_the_World,Hard-Boiled Wonderland and the End of the World (Paperback),Haruki Murakami,4.14,"114,984",1985,2682,fiction,3050,12139.0,3.98
469,7354,https://www.goodreads.com/book/show/7354.The_Shipping_News,The Shipping News (Paperback),Annie Proulx,3.87,"135,595",1993,2678,fiction,3067,11339.0,3.697098141506358
470,370493,https://www.goodreads.com/book/show/370493.The_Giving_Tree,The Giving Tree (Hardcover),Shel Silverstein,4.37,"988,618",1964,2676,fiction,7000,22582.0,3.226
471,39280445-nine-perfect-strangers,https://www.goodreads.com/book/show/39280445-nine-perfect-strangers,Nine Perfect Strangers (Hardcover),Liane Moriarty,3.53,"323,396",2018,2676,fiction,8029,25003.0,3.114086436667082
472,76778,https://www.goodreads.com/book/show/76778.The_Martian_Chronicles,The Martian Chronicles (Paperback),Ray Bradbury,4.15,"230,350",1950,2668,fiction,6156,27650.0,4.491552956465237
473,3407877-the-forgotten-garden,https://www.goodreads.com/book/show/3407877-the-forgotten-garden,The Forgotten Garden (Paperback),Kate Morton,4.12,"208,858",2008,2652,fiction,2970,9821.0,3.3067340067340067
474,17150,https://www.goodreads.com/book/show/17150.My_ntonia,"My Ántonia (Great Plains Trilogy, #3)",Willa Cather,3.81,"126,399",1918,2651,fiction,2721,11973.0,4.400220507166483
475,4687,https://www.goodreads.com/book/show/4687.The_Cider_House_Rules,The Cider House Rules (Hardcover),John Irving,4.14,"169,159",1985,2651,fiction,1328,5423.0,4.083584337349397
