,book_id,book_url,book_title,author_name,ratings,num_of_ratings,date_published,book_shelved,book_genre,num_likes,rating_num_like,weighted_review_score
622,12996,https://www.goodreads.com/book/show/12996.Othello,Othello (Paperback),William Shakespeare,3.89,"341,782",1603,2154,fiction,4182,18383.0,4.395743663318986
623,29588376-the-lies-of-locke-lamora,https://www.goodreads.com/book/show/29588376-the-lies-of-locke-lamora,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,4.25,"259,512",2006,2151,fiction,16707,70229.0,4.203567366971928
624,5941033-let-the-great-world-spin,https://www.goodreads.com/book/show/5941033-let-the-great-world-spin,Let the Great World Spin (Hardcover),Colum McCann,3.92,"104,735",2009,2150,fiction,2054,8166.0,3.975657254138267
625,7235533-the-way-of-kings,https://www.goodreads.com/book/show/7235533-the-way-of-kings,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,4.6,"367,307",2010,2148,fiction,13797,62168.0,4.505907081249547
626,11529868-the-orphan-master-s-son,https://www.goodreads.com/book/show/11529868-the-orphan-master-s-son,The Orphan Master's Son (Hardcover),Adam Johnson,4.03,"99,388",2012,2141,fiction,4221,13477.0,3.192845297322909
627,47281,https://www.goodreads.com/book/show/47281.Number_the_Stars,Number the Stars (Mass Market Paperback),Lois Lowry,4.15,"497,332",1989,2140,fiction,1871,8151.0,4.356493853554249
628,4982,https://www.goodreads.com/book/show/4982.The_Sirens_of_Titan,The Sirens of Titan (Paperback),Kurt Vonnegut Jr.,4.13,"127,832",1959,2139,fiction,2881,12610.0,4.376952447066991
629,16176440-we-are-all-completely-beside-ourselves,https://www.goodreads.com/book/show/16176440-we-are-all-completely-beside-ourselves,We Are All Completely Beside Ourselves (Hardcover),Karen Joy Fowler,3.7,"115,223",2013,2137,fiction,3784,14919.0,3.9426532769556024
630,7437,https://www.goodreads.com/book/show/7437.Naked_Lunch,Naked Lunch (Paperback),William S. Burroughs,3.46,"90,056",1959,2135,fiction,3742,11757.0,3.141902725815072
631,25489134-the-bear-and-the-nightingale,https://www.goodreads.com/book/show/25489134-the-bear-and-the-nightingale,"The Bear and the Nightingale (The Winternight Trilogy, #1)",Katherine Arden,4.08,"153,335",2017,2132,fiction,13125,54344.0,4.140495238095238
632,10073506-tinker-tailor-soldier-spy,https://www.goodreads.com/book/show/10073506-tinker-tailor-soldier-spy,"Tinker, Tailor, Soldier, Spy (George Smiley, #5; Karla Trilogy #1)",John le Carré,4.03,"90,917",1974,2131,fiction,2751,12166.0,4.422391857506361
633,52867387-beach-read,https://www.goodreads.com/book/show/52867387-beach-read,Beach Read (Paperback),Emily Henry,4.05,"294,768",2020,2126,fiction,20436,78201.0,3.826629477392836
634,32829,https://www.goodreads.com/book/show/32829.Journey_to_the_Center_of_the_Earth,Journey to the Center of the Earth (Paperback),Jules Verne,3.86,"171,699",1864,2126,fiction,1805,6716.0,3.720775623268698
635,43448,https://www.goodreads.com/book/show/43448.Flowers_in_the_Attic,"Flowers in the Attic (Dollanganger, #1)",V.C. Andrews,3.82,"180,390",1979,2117,fiction,6161,15130.0,2.4557701671806527
636,11857408-fifty-shades-darker,https://www.goodreads.com/book/show/11857408-fifty-shades-darker,"Fifty Shades Darker (Fifty Shades, #2)",E.L. James,3.83,"806,477",2011,2112,fiction,9365,16981.0,1.813240790176188
637,223380,https://www.goodreads.com/book/show/223380.Stories_of_Your_Life_and_Others,Stories of Your Life and Others (ebook),Ted Chiang,4.22,"81,408",2002,2110,fiction,4140,18037.0,4.356763285024154
638,41899,https://www.goodreads.com/book/show/41899.Fantastic_Beasts_and_Where_to_Find_Them,Fantastic Beasts and Where to Find Them (Hogwarts Library),Newt Scamander,3.96,"373,445",2001,2110,fiction,3872,16254.0,4.197830578512397
639,8366402-the-tiger-s-wife,https://www.goodreads.com/book/show/8366402-the-tiger-s-wife,The Tiger's Wife (Hardcover),Téa Obreht,3.42,"100,844",2011,2104,fiction,2456,8110.0,3.3021172638436482
640,77390,https://www.goodreads.com/book/show/77390.Anne_of_Avonlea,"Anne of Avonlea (Anne of Green Gables, #2)",L.M. Montgomery,4.18,"169,473",1909,2103,fiction,2754,10670.0,3.8743645606390706
641,7315573-fall-of-giants,https://www.goodreads.com/book/show/7315573-fall-of-giants,"Fall of Giants (The Century Trilogy, #1)",Ken Follett,4.27,"298,919",2010,2101,fiction,3013,11895.0,3.94789246598075
642,31463,https://www.goodreads.com/book/show/31463.Far_From_the_Madding_Crowd,Far From the Madding Crowd (Paperback),Thomas Hardy,3.94,"139,203",1874,2099,fiction,5555,23261.0,4.187398739873988
643,15815333-the-interestings,https://www.goodreads.com/book/show/15815333-the-interestings,The Interestings (Hardcover),Meg Wolitzer,3.58,"114,823",2013,2094,fiction,3735,10198.0,2.730388219544846
644,33151805-into-the-water,https://www.goodreads.com/book/show/33151805-into-the-water,Into the Water (Hardcover),Paula Hawkins,3.59,"326,711",2017,2093,fiction,8029,24313.0,3.0281479636318345
645,40605285-the-sweetness-at-the-bottom-of-the-pie,https://www.goodreads.com/book/show/40605285-the-sweetness-at-the-bottom-of-the-pie,"The Sweetness at the Bottom of the Pie (Flavia de Luce, #1)",Alan Bradley,3.82,"161,660",2009,2091,fiction,2878,9804.0,3.406532314107019
646,55404546-malibu-rising,https://www.goodreads.com/book/show/55404546-malibu-rising,Malibu Rising (Hardcover),Taylor Jenkins Reid,4.11,"235,714",2021,2090,fiction,15832,45492.0,2.8734209196563922
647,14569052-purple-hibiscus,https://www.goodreads.com/book/show/14569052-purple-hibiscus,Purple Hibiscus (Paperback),Chimamanda Ngozi Adichie,4.16,"91,475",2003,2084,fiction,3121,12242.0,3.9224607497596926
648,22522805-the-buried-giant,https://www.goodreads.com/book/show/22522805-the-buried-giant,The Buried Giant (Hardcover),Kazuo Ishiguro,3.54,"85,268",2015,2079,fiction,5246,14917.0,2.843499809378574
649,24770,https://www.goodreads.com/book/show/24770.Uglies,"Uglies (Uglies, #1)",Scott Westerfeld,3.85,"607,517",2005,2077,fiction,4702,15434.0,3.2824330072309658
650,18839,https://www.goodreads.com/book/show/18839.Orlando,Orlando (Paperback),Virginia Woolf,3.86,"71,785",1928,2076,fiction,4426,19412.0,4.385901491188432
651,50202953-piranesi,https://www.goodreads.com/book/show/50202953-piranesi,Piranesi (Hardcover),Susanna Clarke,4.28,"93,467",2020,2075,fiction,7249,29918.0,4.127189957235481
652,24192,https://www.goodreads.com/book/show/24192.The_Runaway_Jury,The Runaway Jury (Paperback),John Grisham,3.99,"294,095",1996,2067,fiction,843,3641.0,4.319098457888494
653,77566,https://www.goodreads.com/book/show/77566.Hyperion,Hyperion (Mass Market Paperback),Dan Simmons,4.23,"211,870",1989,2065,fiction,5066,22226.0,4.387287801026451
654,43982054-the-water-dancer,https://www.goodreads.com/book/show/43982054-the-water-dancer,The Water Dancer (Hardcover),Ta-Nehisi Coates,4.07,"90,997",2019,2063,fiction,6073,20700.0,3.4085295570558207
655,16130549-doctor-sleep,https://www.goodreads.com/book/show/16130549-doctor-sleep,Doctor Sleep (Hardcover),Stephen King,4.1,"225,187",2013,2061,fiction,7060,25153.0,3.5627478753541078
656,32049,https://www.goodreads.com/book/show/32049.Lady_Chatterley_s_Lover,Lady Chatterley's Lover (Hardcover),D.H. Lawrence,3.5,"109,954",1928,2061,fiction,4473,15373.0,3.4368432819137045
657,5246,https://www.goodreads.com/book/show/5246.Ethan_Frome,Ethan Frome (Paperback),Edith Wharton,3.43,"119,029",1911,2061,fiction,3247,12295.0,3.7865722205112413
658,18775247-mr-mercedes,https://www.goodreads.com/book/show/18775247-mr-mercedes,"Mr. Mercedes (Bill Hodges Trilogy, #1)",Stephen King,3.96,"273,263",2014,2057,fiction,7687,27089.0,3.524001561077143
659,9557,https://www.goodreads.com/book/show/9557.Sputnik_Sweetheart,Sputnik Sweetheart (Paperback),Haruki Murakami,3.82,"126,104",1999,2056,fiction,3543,12943.0,3.653118825853796
660,187020,https://www.goodreads.com/book/show/187020.Empire_Falls,Empire Falls (Paperback),Richard Russo,3.91,"120,533",2001,2056,fiction,3004,13599.0,4.526964047936085
661,7672,https://www.goodreads.com/book/show/7672.Congo,Congo (Paperback),Michael Crichton,3.62,"168,899",1980,2055,fiction,845,2732.0,3.233136094674556
662,415,https://www.goodreads.com/book/show/415.Gravity_s_Rainbow,Gravity's Rainbow (Paperback),Thomas Pynchon,3.95,"43,147",1973,2053,fiction,6091,26546.0,4.3582334592021015
663,22544764-uprooted,https://www.goodreads.com/book/show/22544764-uprooted,Uprooted (Hardcover),Naomi Novik,4.04,"201,829",2015,2051,fiction,18472,64355.0,3.483921611087051
664,78129,https://www.goodreads.com/book/show/78129.Killing_Floor,"Killing Floor (Jack Reacher, #1)",Lee Child,4.05,"278,543",1997,2051,fiction,3712,11786.0,3.1751077586206895
665,43814,https://www.goodreads.com/book/show/43814.The_Vampire_Lestat,"The Vampire Lestat (The Vampire Chronicles, #2)",Anne Rice,4.06,"187,596",1985,2050,fiction,1491,6622.0,4.44131455399061
666,27406704-britt-marie-was-here,https://www.goodreads.com/book/show/27406704-britt-marie-was-here,Britt-Marie Was Here (Hardcover),Fredrik Backman,4.05,"118,863",2014,2049,fiction,4823,20495.0,4.249429815467551
667,9850443-the-sisters-brothers,https://www.goodreads.com/book/show/9850443-the-sisters-brothers,The Sisters Brothers (Hardcover),Patrick deWitt,3.82,"97,877",2011,2047,fiction,4049,15657.0,3.8668807112867376
668,43545,https://www.goodreads.com/book/show/43545.The_Once_and_Future_King,"The Once and Future King (The Once and Future King, #1-4)",T.H. White,4.04,"109,133",1958,2046,fiction,2276,10039.0,4.410808435852372
669,45978,https://www.goodreads.com/book/show/45978.Eldest,"Eldest (The Inheritance Cycle, #2)",Christopher Paolini,3.99,"395,269",2005,2040,fiction,2479,8565.0,3.4550221863654698
670,15622,https://www.goodreads.com/book/show/15622.Native_Son,Native Son (Paperback),Richard Wright,3.99,"95,946",1940,2037,fiction,2103,9112.0,4.332857822158821
671,9592,https://www.goodreads.com/book/show/9592.Mother_Night,Mother Night (Paperback),Kurt Vonnegut Jr.,4.19,"85,665",1961,2037,fiction,2251,9949.0,4.419813416259441
672,31242,https://www.goodreads.com/book/show/31242.Bleak_House,Bleak House (Paperback),Charles Dickens,4.0,"106,248",1853,2036,fiction,3960,16397.0,4.140656565656566
673,6656,https://www.goodreads.com/book/show/6656.The_Divine_Comedy,The Divine Comedy (Hardcover),Dante Alighieri,4.04,"135,597",1320,2034,fiction,2841,13334.0,4.69341781063006
674,11346,https://www.goodreads.com/book/show/11346.Sula,Sula (Paperback),Toni Morrison,3.96,"76,287",1973,2032,fiction,3192,13288.0,4.162907268170426
675,629,https://www.goodreads.com/book/show/629.Zen_and_the_Art_of_Motorcycle_Maintenance,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,3.77,"219,190",1974,2031,fiction,4752,12120.0,2.5505050505050506
676,36236123-survivor,https://www.goodreads.com/book/show/36236123-survivor,Survivor (Paperback),Chuck Palahniuk,3.91,"118,764",1999,2025,fiction,1162,3970.0,3.4165232358003443
677,48328,https://www.goodreads.com/book/show/48328.Revolutionary_Road,Revolutionary Road (Paperback),Richard Yates,3.9,"84,657",1961,2023,fiction,3732,16524.0,4.427652733118971
678,22237161-the-sellout,https://www.goodreads.com/book/show/22237161-the-sellout,The Sellout (Hardcover),Paul Beatty,3.75,"65,274",2015,2011,fiction,3817,13456.0,3.525281634791721
679,44492285-dune-messiah,https://www.goodreads.com/book/show/44492285-dune-messiah,"Dune Messiah (Dune Chronicles, #2)",Frank Herbert,3.89,"173,226",1969,2010,fiction,2778,10642.0,3.8308135349172066
680,6202342-her-fearful-symmetry,https://www.goodreads.com/book/show/6202342-her-fearful-symmetry,Her Fearful Symmetry (Hardcover),Audrey Niffenegger,3.27,"93,738",2009,2007,fiction,1659,4662.0,2.810126582278481
681,10987,https://www.goodreads.com/book/show/10987.Voyager,"Voyager (Outlander, #3)",Diana Gabaldon,4.36,"280,325",1993,1995,fiction,3155,12539.0,3.9743264659271
682,29999,https://www.goodreads.com/book/show/29999.The_Maltese_Falcon,The Maltese Falcon (Paperback),Dashiell Hammett,3.89,"102,404",1930,1993,fiction,4050,16830.0,4.155555555555556
683,21686,https://www.goodreads.com/book/show/21686.Shutter_Island,Shutter Island (Mass Market Paperback),Dennis Lehane,4.07,"188,510",2003,1990,fiction,2197,9520.0,4.33318161128812
684,28815371-the-mothers,https://www.goodreads.com/book/show/28815371-the-mothers,The Mothers (Hardcover),Brit Bennett,3.89,"92,104",2016,1988,fiction,6853,26282.0,3.835108711513206
685,36199084-the-kiss-quotient,https://www.goodreads.com/book/show/36199084-the-kiss-quotient,"The Kiss Quotient (The Kiss Quotient, #1)",Helen Hoang,3.92,"222,003",2018,1988,fiction,15173,61648.0,4.063006656560996
686,2666,https://www.goodreads.com/book/show/2666.The_Bonfire_of_the_Vanities,The Bonfire of the Vanities (Paperback),Tom Wolfe,3.86,"77,157",1987,1988,fiction,1853,7886.0,4.255801403130059
687,3679,https://www.goodreads.com/book/show/3679.On_Beauty,On Beauty (Paperback),Zadie Smith,3.73,"79,409",2005,1983,fiction,2374,9254.0,3.8980623420387532
688,228333,https://www.goodreads.com/book/show/228333.The_Nanny_Diaries,"The Nanny Diaries (Nanny, #1)",Emma McLaughlin,3.44,"375,556",2002,1982,fiction,478,1360.0,2.8451882845188283
689,78418,https://www.goodreads.com/book/show/78418.The_Reptile_Room,"The Reptile Room (A Series of Unfortunate Events, #2)",Lemony Snicket,3.98,"205,867",1999,1979,fiction,1920,6561.0,3.4171875
690,10916,https://www.goodreads.com/book/show/10916.The_Pact,The Pact (Paperback),Jodi Picoult,4.01,"286,843",1998,1977,fiction,1295,3861.0,2.9814671814671816
691,13539044-the-silver-linings-playbook,https://www.goodreads.com/book/show/13539044-the-silver-linings-playbook,The Silver Linings Playbook (Paperback),Matthew Quick,3.98,"155,026",2008,1976,fiction,2757,10102.0,3.664127675009068
692,5797,https://www.goodreads.com/book/show/5797.Vanity_Fair,Vanity Fair (Paperback),William Makepeace Thackeray,3.79,"123,865",1848,1971,fiction,2186,8508.0,3.8920402561756635
693,34728667-children-of-blood-and-bone,https://www.goodreads.com/book/show/34728667-children-of-blood-and-bone,"Children of Blood and Bone (Legacy of Orïsha, #1)",Tomi Adeyemi,4.08,"197,165",2018,1971,fiction,23399,84895.0,3.6281465019872643
694,6853,https://www.goodreads.com/book/show/6853.One_for_the_Money,"One for the Money (Stephanie Plum, #1)",Janet Evanovich,4.03,"510,573",1994,1971,fiction,2413,7282.0,3.0178201409034395
695,5899779-pride-and-prejudice-and-zombies,https://www.goodreads.com/book/show/5899779-pride-and-prejudice-and-zombies,"Pride and Prejudice and Zombies (Pride and Prejudice and Zombies, #1)",Seth Grahame-Smith,3.31,"136,439",2009,1969,fiction,2430,7699.0,3.168312757201646
696,455373,https://www.goodreads.com/book/show/455373.Sphere,Sphere (Paperback),Michael Crichton,3.81,"178,576",1987,1969,fiction,1121,4382.0,3.909009812667261
697,34084,https://www.goodreads.com/book/show/34084.The_Waste_Lands,"The Waste Lands (The Dark Tower, #3)",Stephen King,4.22,"202,358",1991,1967,fiction,3086,13038.0,4.224886584575502
698,11650,https://www.goodreads.com/book/show/11650.American_Pastoral,"American Pastoral (The American Trilogy, #1)",Philip Roth,3.92,"72,526",1997,1967,fiction,3232,12268.0,3.7957920792079207
699,608474,https://www.goodreads.com/book/show/608474.The_Sign_of_Four,"The Sign of Four (Sherlock Holmes, #2)",Arthur Conan Doyle,3.92,"133,609",1890,1961,fiction,3303,11662.0,3.530729639721465
700,1431,https://www.goodreads.com/book/show/1431.Veronika_Decides_to_Die,Veronika Decides to Die (Paperback),Paulo Coelho,3.71,"194,592",1998,1961,fiction,2491,7447.0,2.9895624247290247
701,8913370-fingersmith,https://www.goodreads.com/book/show/8913370-fingersmith,Fingersmith (ebook),Sarah Waters,3.98,"99,261",2002,1959,fiction,3514,14497.0,4.125498007968128
702,11741,https://www.goodreads.com/book/show/11741.Housekeeping,Housekeeping (Paperback),Marilynne Robinson,3.8,"49,365",1980,1958,fiction,4141,16641.0,4.018594542381067
703,4912857-the-angel-s-game,https://www.goodreads.com/book/show/4912857-the-angel-s-game,"The Angel's Game (The Cemetery of Forgotten Books, #2)",Carlos Ruiz Zafón,3.94,"139,000",2008,1957,fiction,2534,9424.0,3.7190213101815313
704,40409718-post-office,https://www.goodreads.com/book/show/40409718-post-office,Post Office (Kindle Edition),Charles Bukowski,3.95,"120,746",1971,1955,fiction,3678,14652.0,3.9836867862969005
705,51019,https://www.goodreads.com/book/show/51019.Cat_s_Eye,Cat's Eye (Paperback),Margaret Atwood,3.92,"64,991",1988,1953,fiction,2968,13206.0,4.449460916442049
706,16096824-a-court-of-thorns-and-roses,https://www.goodreads.com/book/show/16096824-a-court-of-thorns-and-roses,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,4.18,"785,536",2015,1946,fiction,24608,86912.0,3.53185955786736
707,17728,https://www.goodreads.com/book/show/17728.The_House_of_Mirth,The House of Mirth (Paperback),Edith Wharton,3.95,"90,827",1905,1944,fiction,2931,12979.0,4.428181508017741
708,15645,https://www.goodreads.com/book/show/15645.Inferno,Inferno (Paperback),Dante Alighieri,4.0,"157,170",1320,1942,fiction,3646,15451.0,4.23779484366429
709,19547856-simon-vs-the-homo-sapiens-agenda,https://www.goodreads.com/book/show/19547856-simon-vs-the-homo-sapiens-agenda,"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",Becky Albertalli,4.23,"355,584",2015,1941,fiction,16814,69638.0,4.141667657904128
710,452306,https://www.goodreads.com/book/show/452306.The_Sisterhood_of_the_Traveling_Pants,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,3.81,"660,295",2001,1941,fiction,1015,3823.0,3.766502463054187
711,567678,https://www.goodreads.com/book/show/567678.The_Wasp_Factory,The Wasp Factory (Paperback),Iain Banks,3.8,"97,799",1984,1930,fiction,3840,14395.0,3.7486979166666665
712,17333230-the-luminaries,https://www.goodreads.com/book/show/17333230-the-luminaries,The Luminaries (Hardcover),Eleanor Catton,3.72,"81,289",2013,1929,fiction,4483,14846.0,3.3116216819094357
713,35220,https://www.goodreads.com/book/show/35220.The_Red_Badge_of_Courage,The Red Badge of Courage (Paperback),Stephen Crane,3.29,"100,276",1895,1927,fiction,1066,3635.0,3.4099437148217637
714,54493401-project-hail-mary,https://www.goodreads.com/book/show/54493401-project-hail-mary,Project Hail Mary (Hardcover),Andy Weir,4.54,"147,354",2021,1926,fiction,8105,35170.0,4.339296730413325
715,19057,https://www.goodreads.com/book/show/19057.I_Am_the_Messenger,I Am the Messenger (Paperback),Markus Zusak,4.01,"154,613",2002,1925,fiction,3946,14811.0,3.7534211860111504
716,6224935-this-is-where-i-leave-you,https://www.goodreads.com/book/show/6224935-this-is-where-i-leave-you,This is Where I Leave You (Hardcover),Jonathan Tropper,3.87,"140,427",2003,1925,fiction,1942,6215.0,3.2003089598352212
717,23878,https://www.goodreads.com/book/show/23878.Chronicle_of_a_Death_Foretold,Chronicle of a Death Foretold (Paperback),Gabriel García Márquez,3.97,"148,401",1981,1923,fiction,2790,12432.0,4.455913978494624
718,45195,https://www.goodreads.com/book/show/45195.A_Passage_to_India,A Passage to India (Paperback),E.M. Forster,3.68,"75,595",1924,1920,fiction,2219,8294.0,3.737719693555656
719,43925876-the-giver-of-stars,https://www.goodreads.com/book/show/43925876-the-giver-of-stars,The Giver of Stars (Hardcover),Jojo Moyes,4.27,"296,445",2019,1918,fiction,6403,26483.0,4.136029985944089
720,84981,https://www.goodreads.com/book/show/84981.Tuck_Everlasting,Tuck Everlasting (Paperback),Natalie Babbitt,3.88,"257,331",1975,1918,fiction,1537,6062.0,3.944046844502277
721,13438524-flight-behavior,https://www.goodreads.com/book/show/13438524-flight-behavior,Flight Behavior (Hardcover),Barbara Kingsolver,3.78,"88,775",2012,1912,fiction,1615,5751.0,3.5609907120743034
722,386372,https://www.goodreads.com/book/show/386372.Mort,"Mort (Discworld, #4; Death, #1)",Terry Pratchett,4.2,"219,537",1987,1912,fiction,1653,6820.0,4.12583182093164
723,11298,https://www.goodreads.com/book/show/11298.A_Wild_Sheep_Chase,"A Wild Sheep Chase (The Rat, #3)",Haruki Murakami,3.94,"104,714",1982,1909,fiction,3038,12161.0,4.002962475312706
724,47401,https://www.goodreads.com/book/show/47401.Chocolat,"Chocolat (Chocolat, #1)",Joanne Harris,3.95,"120,307",1999,1909,fiction,1021,3868.0,3.7884427032321253
725,17465453-the-signature-of-all-things,https://www.goodreads.com/book/show/17465453-the-signature-of-all-things,The Signature of All Things (Hardcover),Elizabeth Gilbert,3.84,"106,176",2013,1904,fiction,3203,12473.0,3.894161723384327
726,6900,https://www.goodreads.com/book/show/6900.Tuesdays_with_Morrie,Tuesdays with Morrie (Paperback),Mitch Albom,4.12,"858,456",1997,1901,fiction,4345,12787.0,2.942922899884925
727,23278537-the-little-paris-bookshop,https://www.goodreads.com/book/show/23278537-the-little-paris-bookshop,The Little Paris Bookshop (Hardcover),Nina George,3.51,"90,513",2013,1897,fiction,5115,16651.0,3.255327468230694
728,3685,https://www.goodreads.com/book/show/3685.Black_Beauty,Black Beauty (Mass Market Paperback),Anna Sewell,3.97,"256,737",1877,1896,fiction,1879,7690.0,4.092602448110697
729,42519313-nothing-to-see-here,https://www.goodreads.com/book/show/42519313-nothing-to-see-here,Nothing to See Here (ebook),Kevin    Wilson,3.94,"117,521",2019,1895,fiction,7069,28959.0,4.096619040882727
730,4965,https://www.goodreads.com/book/show/4965.Year_of_Wonders,Year of Wonders (Paperback),Geraldine Brooks,3.98,"153,683",2001,1895,fiction,2981,10644.0,3.5706138879570615
731,11367726-defending-jacob,https://www.goodreads.com/book/show/11367726-defending-jacob,Defending Jacob (Hardcover),William Landay,3.98,"286,811",2012,1891,fiction,2925,11008.0,3.7634188034188036
732,36124936-the-outsider,https://www.goodreads.com/book/show/36124936-the-outsider,The Outsider (Hardcover),Stephen King,3.98,"231,971",2018,1886,fiction,13205,51149.0,3.8734570238546007
733,569429,https://www.goodreads.com/book/show/569429.Mostly_Harmless,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",Douglas Adams,3.95,"122,186",1992,1883,fiction,1027,3709.0,3.611489776046738
734,6327,https://www.goodreads.com/book/show/6327.The_Witches,The Witches (Paperback),Roald Dahl,4.15,"354,560",1983,1881,fiction,3388,14400.0,4.250295159386068
735,40603587-the-last-wish,https://www.goodreads.com/book/show/40603587-the-last-wish,"The Last Wish (The Witcher, #0.5)",Andrzej Sapkowski,4.12,"244,690",1993,1881,fiction,7194,27911.0,3.8797609118710037
736,365,https://www.goodreads.com/book/show/365.Dirk_Gently_s_Holistic_Detective_Agency,"Dirk Gently's Holistic Detective Agency (Dirk Gently, #1)",Douglas Adams,3.96,"136,726",1987,1877,fiction,1245,5024.0,4.035341365461847
737,13503109-this-is-how-you-lose-her,https://www.goodreads.com/book/show/13503109-this-is-how-you-lose-her,This Is How You Lose Her (Hardcover),Junot Díaz,3.74,"95,457",2010,1875,fiction,1668,4675.0,2.802757793764988
738,156538,https://www.goodreads.com/book/show/156538.North_and_South,North and South (Paperback),Elizabeth Gaskell,4.13,"156,459",1854,1872,fiction,5020,21804.0,4.343426294820717
739,10507293-the-selection,https://www.goodreads.com/book/show/10507293-the-selection,"The Selection (The Selection, #1)",Kiera Cass,4.11,"1,137,950",2012,1869,fiction,21011,40454.0,1.9253724239683976
740,29864343-rich-people-problems,https://www.goodreads.com/book/show/29864343-rich-people-problems,"Rich People Problems (Crazy Rich Asians, #3)",Kevin Kwan,3.93,"144,443",2017,1868,fiction,2307,8873.0,3.846120502817512
741,2731276-the-story-of-edgar-sawtelle,https://www.goodreads.com/book/show/2731276-the-story-of-edgar-sawtelle,The Story of Edgar Sawtelle (Hardcover),David Wroblewski,3.62,"99,899",2008,1866,fiction,2667,8647.0,3.242219722534683
742,13872,https://www.goodreads.com/book/show/13872.Geek_Love,Geek Love (Paperback),Katherine Dunn,3.95,"69,316",1989,1866,fiction,2574,10675.0,4.147241647241647
743,13641208-tenth-of-december,https://www.goodreads.com/book/show/13641208-tenth-of-december,Tenth of December (Hardcover),George Saunders,3.95,"67,649",2013,1864,fiction,1717,6652.0,3.8741991846243446
744,4954833-brooklyn,https://www.goodreads.com/book/show/4954833-brooklyn,Brooklyn (Hardcover),Colm Tóibín,3.68,"104,263",2009,1859,fiction,3808,12869.0,3.3794642857142856
745,36586697-queenie,https://www.goodreads.com/book/show/36586697-queenie,Queenie (Hardcover),Candice Carty-Williams,3.88,"106,054",2019,1858,fiction,6772,22927.0,3.385558180744241
746,7896527-throne-of-glass,https://www.goodreads.com/book/show/7896527-throne-of-glass,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,4.18,"765,492",2012,1856,fiction,23261,59341.0,2.5510941060143586
747,433567,https://www.goodreads.com/book/show/433567.Flatland,Flatland: A Romance of Many Dimensions (Paperback),Edwin A. Abbott,3.81,"65,140",1884,1855,fiction,1712,6851.0,4.0017523364485985
748,11991,https://www.goodreads.com/book/show/11991.The_Fall,The Fall (Paperback),Albert Camus,4.01,"84,441",1956,1855,fiction,3504,15470.0,4.414954337899544
749,22328546-red-queen,https://www.goodreads.com/book/show/22328546-red-queen,"Red Queen (Red Queen, #1)",Victoria Aveyard,4.03,"724,955",2015,1854,fiction,18265,53010.0,2.90227210511908
750,3698,https://www.goodreads.com/book/show/3698.The_Quiet_American,The Quiet American (Paperback),Graham Greene,3.94,"57,864",1955,1853,fiction,3005,13907.0,4.627953410981697
751,162898,https://www.goodreads.com/book/show/162898.A_Connecticut_Yankee_in_King_Arthur_s_Court,A Connecticut Yankee in King Arthur's Court (Paperback),Mark Twain,3.76,"101,572",1889,1846,fiction,1835,6484.0,3.533514986376022
752,187181,https://www.goodreads.com/book/show/187181.The_Chosen,The Chosen (Reuven Malther #1),Chaim Potok,4.04,"90,686",1966,1846,fiction,897,3631.0,4.0479375696767
753,17262100-the-lowland,https://www.goodreads.com/book/show/17262100-the-lowland,The Lowland (Hardcover),Jhumpa Lahiri,3.85,"90,942",2013,1845,fiction,2487,9034.0,3.632488942501005
754,15997,https://www.goodreads.com/book/show/15997.Paradise_Lost,Paradise Lost (Paperback),John Milton,3.81,"151,895",1667,1844,fiction,4241,18890.0,4.454138174958736
755,1582996,https://www.goodreads.com/book/show/1582996.City_of_Ashes,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,4.13,"835,350",2008,1843,fiction,10344,24171.0,2.3367169373549883
756,1472878,https://www.goodreads.com/book/show/1472878.Firefly_Lane,"Firefly Lane (Firefly Lane, #1)",Kristin Hannah,4.12,"285,363",2008,1842,fiction,4497,15270.0,3.3955970647098064
757,164154,https://www.goodreads.com/book/show/164154.A_Canticle_for_Leibowitz,"A Canticle for Leibowitz (St. Leibowitz, #1)",Walter M. Miller Jr.,3.97,"102,795",1959,1835,fiction,2352,9014.0,3.832482993197279
758,43263680-ninth-house,https://www.goodreads.com/book/show/43263680-ninth-house,"Ninth House (Alex Stern, #1)",Leigh Bardugo,4.04,"150,808",2019,1834,fiction,19689,69369.0,3.52323632485144
759,22896,https://www.goodreads.com/book/show/22896.Practical_Magic,"Practical Magic (Practical Magic, #1)",Alice Hoffman,3.75,"97,024",1995,1834,fiction,2776,8804.0,3.1714697406340058
760,130440,https://www.goodreads.com/book/show/130440.Doctor_Zhivago,Doctor Zhivago (Paperback),Boris Pasternak,3.99,"91,378",1957,1817,fiction,3021,13090.0,4.333002317113539
